"","lagoslakeid","secchi","TP","chla","color","TN","nYears_secchi","nYears_TP","nYears_TN","nYears_color","nYears_chla","hu12_zoneid","hu4_zoneid"
"7700",79787,4.95,NA,1.55,NA,NA,2,2,2,2,2,"HU12_14446","HU4_26"
"7701",79789,3.9225,NA,3.31,NA,NA,14,2,2,2,2,"HU12_14172","HU4_26"
"7702",79827,0.55,95,56.4,NA,1435,5,5,5,5,5,"HU12_2183","HU4_62"
"7703",79979,3.05,15,NA,NA,NA,2,2,2,2,2,"HU12_16269","HU4_11"
"7704",79999,1.475,NA,3.35,20,NA,1,1,1,1,1,"HU12_16909","HU4_12"
"7705",80188,3.5052,NA,4.35,NA,NA,7,6,6,6,6,"HU12_6554","HU4_37"
"7706",80212,3.95,7,NA,5,317,1,1,1,1,1,"HU12_13606","HU4_30"
"7707",80301,2.4,NA,5.38,NA,NA,1,1,1,1,1,"HU12_16189","HU4_5"
"7708",80446,2.325,NA,11.4,NA,NA,2,1,1,1,1,"HU12_11073","HU4_25"
"7709",80469,1.46,NA,NA,NA,513,2,1,1,1,1,"HU12_14486","HU4_25"
"7710",80490,0.705,NA,43,NA,NA,4,4,4,4,4,"HU12_11113","HU4_25"
"7711",80500,0.915,NA,51,NA,NA,4,4,4,4,4,"HU12_11116","HU4_25"
"7712",80508,1.8,NA,12,NA,NA,1,1,1,1,1,"HU12_10858","HU4_25"
"7713",80525,0.31,NA,96,NA,NA,3,2,2,2,2,"HU12_9918","HU4_53"
"7714",80526,0.39,NA,90.5,NA,NA,1,1,1,1,1,"HU12_10190","HU4_53"
"7715",80553,0.95,NA,NA,NA,NA,5,5,5,5,5,"HU12_19627","HU4_53"
"7716",80564,0.08,NA,NA,NA,NA,1,1,1,1,1,"HU12_10968","HU4_29"
"7717",80615,7.95,3,NA,0,194,1,1,1,1,1,"HU12_13091","HU4_33"
"7718",80721,1,NA,7.6,NA,440,23,23,23,23,23,"HU12_829","HU4_51"
"7719",80768,2.515,NA,5,NA,NA,2,2,2,2,2,"HU12_14325","HU4_54"
"7720",80769,3.96,NA,5.5,NA,NA,24,7,7,7,7,"HU12_10490","HU4_54"
"7721",80929,1.04,NA,NA,126,NA,1,2,2,2,2,"HU12_18259","HU4_3"
"7722",81032,3.275,NA,4.2,36.5,NA,1,1,1,1,1,"HU12_17277","HU4_12"
"7723",81120,4.2,NA,1.485,NA,NA,3,2,2,2,2,"HU12_14769","HU4_28"
"7724",81143,4.2,NA,NA,11.8,NA,12,12,12,12,12,"HU12_13883","HU4_24"
"7725",81278,0.5715,NA,3.5,NA,NA,2,1,1,1,1,"OUT_OF_HU12","HU4_39"
"7726",81320,0.5,NA,15.5,106,NA,3,3,3,3,3,"HU12_15024","HU4_42"
"7727",81387,0.54,88,NA,6,1477,1,1,1,1,1,"HU12_7838","HU4_44"
"7728",81452,1.35,NA,NA,NA,NA,4,4,4,4,4,"HU12_14988","HU4_22"
"7729",81475,5.485,NA,4,NA,NA,1,1,1,1,1,"HU12_10533","HU4_25"
"7730",81495,1.66,NA,NA,NA,654,2,1,1,1,1,"HU12_14485","HU4_25"
"7731",81556,2.895,NA,NA,NA,742,20,4,4,4,4,"HU12_10199","HU4_53"
"7732",81822,2.8,NA,4.95,NA,NA,5,3,3,3,3,"HU12_14072","HU4_54"
"7733",81842,1.525,NA,11.5,NA,NA,7,7,7,7,7,"HU12_10485","HU4_54"
"7734",81860,2.935,NA,5.7,NA,NA,2,2,2,2,2,"HU12_14435","HU4_26"
"7735",81868,2.545,NA,NA,NA,685,2,2,2,2,2,"HU12_14163","HU4_26"
"7736",81957,2.3825,17.25,6.475,NA,575,4,4,4,4,4,"HU12_18557","HU4_64"
"7737",82034,2.8,33,NA,NA,NA,1,1,1,1,1,"HU12_16654","HU4_10"
"7738",82038,2,53,NA,NA,510,1,1,1,1,1,"HU12_16667","HU4_10"
"7739",82074,2.5,NA,0.2,173,200,1,1,1,1,1,"HU12_16894","HU4_12"
"7740",82081,4,NA,NA,NA,NA,1,2,2,2,2,"HU12_17298","HU4_12"
"7741",82349,1,NA,NA,NA,NA,2,3,3,3,3,"HU12_15490","HU4_23"
"7742",82387,2.4,NA,NA,NA,NA,1,21,21,21,21,"HU12_15962","HU4_5"
"7743",82526,0.3125,NA,155,NA,NA,8,8,8,8,8,"HU12_10861","HU4_25"
"7744",82534,1.37,NA,2.2,NA,NA,1,1,1,1,1,"HU12_19715","HU4_25"
"7745",82539,2.59,NA,4.225,NA,NA,23,4,4,4,4,"HU12_10948","HU4_25"
"7746",82551,1.83,NA,8,NA,NA,1,1,1,1,1,"HU12_14491","HU4_25"
"7747",82555,3.735,NA,3,NA,NA,20,5,5,5,5,"HU12_14536","HU4_25"
"7748",82556,1.55,NA,NA,NA,855,1,1,1,1,1,"HU12_13972","HU4_25"
"7749",82562,3.125,NA,4,NA,NA,21,7,7,7,7,"HU12_19733","HU4_25"
"7750",82575,6.8525,NA,3.25,NA,NA,14,2,2,2,2,"HU12_10948","HU4_25"
"7751",82587,1.8,NA,6.67,NA,NA,3,2,2,2,2,"HU12_14488","HU4_25"
"7752",82592,1.9775,NA,4.4375,NA,NA,4,2,2,2,2,"HU12_14486","HU4_25"
"7753",82594,4.0725,NA,4,NA,NA,2,2,2,2,2,"HU12_11119","HU4_25"
"7754",82605,0.3,NA,63.6,NA,NA,4,3,3,3,3,"HU12_10167","HU4_53"
"7755",82731,0.39,164,106.9,NA,1570,2,2,2,2,2,"HU12_1847","HU4_60"
"7756",82860,4,NA,3,NA,NA,9,1,1,1,1,"HU12_10490","HU4_54"
"7757",82877,3.5075,NA,4.5,NA,NA,20,3,3,3,3,"HU12_13988","HU4_54"
"7758",82908,1.675,NA,6.25,NA,NA,7,2,2,2,2,"HU12_14255","HU4_26"
"7759",82971,1.1,37.5,9.8,NA,590,9,9,9,9,9,"HU12_18573","HU4_65"
"7760",83055,3.3,NA,3.91,NA,NA,1,1,1,1,1,"HU12_16538","HU4_9"
"7761",83078,11.4,NA,NA,NA,NA,4,2,2,2,2,"HU12_16580","HU4_7"
"7762",83115,4.855,11,NA,NA,NA,2,2,2,2,2,"HU12_16293","HU4_11"
"7763",83193,2.7,NA,5.93,NA,NA,1,1,1,1,1,"HU12_20174","HU4_16"
"7764",83379,2.4765,5,NA,NA,NA,6,3,3,3,3,"HU12_12534","HU4_40"
"7765",83464,2.1,NA,3.875,27,NA,1,4,4,4,4,"HU12_20254","HU4_5"
"7766",83617,2.9975,NA,5.845,NA,NA,2,2,2,2,2,"HU12_14525","HU4_25"
"7767",83634,0.68,NA,44,NA,NA,2,2,2,2,2,"HU12_19745","HU4_25"
"7768",83644,2.59,NA,6.5,NA,NA,13,4,4,4,4,"HU12_19737","HU4_25"
"7769",83667,3.8,NA,3.77,NA,NA,1,1,1,1,1,"HU12_11111","HU4_25"
"7770",83670,2.4,NA,NA,NA,NA,3,2,2,2,2,"HU12_13979","HU4_25"
"7771",83671,4.7,NA,2.88,NA,NA,1,1,1,1,1,"HU12_14550","HU4_25"
"7772",83682,1.675,NA,16,NA,NA,2,2,2,2,2,"HU12_10448","HU4_25"
"7773",83716,0.46,NA,83.8,NA,NA,1,1,1,1,1,"HU12_9944","HU4_53"
"7774",83790,2.25,11,NA,28.77945057,619,1,1,1,1,1,"HU12_13388","HU4_33"
"7775",83936,0.8,NA,29,NA,NA,3,3,3,3,3,"HU12_10490","HU4_54"
"7776",83992,4.42,NA,NA,NA,487.5,11,2,2,2,2,"HU12_14170","HU4_26"
"7777",83994,2.575,4,NA,4,230,1,1,1,1,1,"HU12_14382","HU4_26"
"7778",83997,3.96,NA,1.7775,NA,631,3,2,2,2,2,"HU12_14176","HU4_26"
"7779",84101,1.89,10,NA,26,697,1,1,1,1,1,"HU12_17844","HU4_1"
"7780",84155,2.9,8.5,NA,NA,NA,1,2,2,2,2,"HU12_17143","HU4_7"
"7781",84187,1,36,NA,NA,580,1,1,1,1,1,"HU12_16668","HU4_10"
"7782",84223,1.6,NA,NA,100,900,1,1,1,1,1,"HU12_20209","HU4_12"
"7783",84234,1.9875,NA,3.35,56,450,2,2,2,2,2,"HU12_16868","HU4_12"
"7784",84250,0.95,100,NA,NA,NA,1,1,1,1,1,"HU12_17331","HU4_13"
"7785",84402,3.5052,NA,1.5,NA,NA,2,1,1,1,1,"HU12_12281","HU4_37"
"7786",84422,3.048,NA,NA,NA,NA,1,1,1,1,1,"HU12_12271","HU4_37"
"7787",84662,0.3,NA,185.25,NA,NA,3,2,2,2,2,"HU12_19745","HU4_25"
"7788",84678,0.46,NA,40,NA,NA,5,1,1,1,1,"HU12_11107","HU4_25"
"7789",84688,1.0375,NA,18.75,NA,NA,12,4,4,4,4,"HU12_10770","HU4_25"
"7790",84697,4.25,NA,1.59,NA,450,1,1,1,1,1,"HU12_13967","HU4_25"
"7791",84699,2.74,NA,9,NA,NA,1,1,1,1,1,"HU12_14475","HU4_25"
"7792",84701,5.18,NA,2.465,NA,NA,22,2,2,2,2,"HU12_11029","HU4_25"
"7793",84703,0.9,NA,NA,NA,534,1,1,1,1,1,"HU12_14486","HU4_25"
"7794",84709,1.51,NA,4.5475,NA,NA,2,2,2,2,2,"HU12_13964","HU4_25"
"7795",84727,0.6,NA,124.8,NA,NA,3,1,1,1,1,"HU12_9906","HU4_53"
"7796",84729,0.6,NA,87.5,NA,NA,6,6,6,6,6,"HU12_19626","HU4_53"
"7797",84821,1.45,18,NA,57.68399824,800,1,1,1,1,1,"HU12_13395","HU4_33"
"7798",84970,4.735,NA,1.5,NA,NA,2,2,2,2,2,"HU12_13987","HU4_54"
"7799",85117,3.4125,NA,NA,NA,NA,2,10,10,10,10,"HU12_18185","HU4_6"
"7800",85407,1.9812,14,NA,NA,NA,4,5,5,5,5,"HU12_13582","HU4_30"
"7801",85432,3.83,5,NA,10,648,1,1,1,1,1,"HU12_12534","HU4_40"
"7802",85654,0.4,NA,23,NA,NA,3,3,3,3,3,"HU12_11122","HU4_25"
"7803",85683,0.7,NA,6.93,NA,NA,1,1,1,1,1,"HU12_11120","HU4_25"
"7804",85701,0.61,NA,25,NA,NA,3,3,3,3,3,"HU12_11120","HU4_25"
"7805",85738,0.5,NA,51.5,NA,NA,11,11,11,11,11,"HU12_19613","HU4_25"
"7806",85739,3.1425,NA,4.5,NA,NA,2,2,2,2,2,"HU12_10802","HU4_25"
"7807",85757,0.45,NA,48.2,NA,NA,2,2,2,2,2,"HU12_10690","HU4_53"
"7808",85766,0.8725,NA,36.25,NA,NA,10,2,2,2,2,"HU12_10690","HU4_53"
"7809",85792,1.035,NA,NA,NA,NA,13,10,10,10,10,"HU12_10969","HU4_29"
"7810",85795,0.705,NA,36,NA,NA,12,12,12,12,12,"HU12_10968","HU4_29"
"7811",85805,0.53,NA,63.475,NA,NA,2,2,2,2,2,"HU12_10090","HU4_55"
"7812",86011,2,24,NA,16,854,1,1,1,1,1,"HU12_10463","HU4_54"
"7813",86016,0.65,NA,34.5,NA,NA,4,4,4,4,4,"HU12_14027","HU4_54"
"7814",86128,1.39,22,11.7,NA,600,3,3,3,3,3,"HU12_2301","HU4_64"
"7815",86230,1.8,19,NA,NA,390,1,1,1,1,1,"HU12_16669","HU4_10"
"7816",86303,2.2,NA,23.6,NA,NA,1,1,1,1,1,"HU12_17311","HU4_13"
"7817",86349,2.4,NA,1.825,NA,825,2,2,2,2,2,"HU12_15037","HU4_18"
"7818",86523,1.62,NA,19.0324255,NA,590.5,2,2,2,2,2,"HU12_6855","HU4_41"
"7819",86564,2,NA,2.6,11,NA,1,1,1,1,1,"HU12_15663","HU4_17"
"7820",86726,0.55,NA,31,NA,NA,5,5,5,5,5,"HU12_10791","HU4_25"
"7821",86730,3.15,NA,NA,NA,NA,4,3,3,3,3,"HU12_10802","HU4_25"
"7822",86742,2.59,NA,10,NA,NA,8,3,3,3,3,"HU12_10799","HU4_25"
"7823",86748,1.315,NA,NA,NA,768,2,2,2,2,2,"HU12_13971","HU4_25"
"7824",86763,0.8225,NA,28.5,NA,NA,2,1,1,1,1,"HU12_11122","HU4_25"
"7825",86776,1.1,NA,4.4,NA,NA,1,1,1,1,1,"HU12_11030","HU4_25"
"7826",86840,0.775,NA,6.95,NA,NA,2,2,2,2,2,"HU12_11161","HU4_29"
"7827",86932,0.6,55,23.2,NA,NA,13,13,13,13,13,"HU12_1809","HU4_60"
"7828",86937,0.58,96.5,43.7,NA,990,10,10,10,10,10,"HU12_1849","HU4_60"
"7829",87067,1.765,NA,4,NA,NA,4,4,4,4,4,"HU12_19699","HU4_54"
"7830",87101,2.74,NA,4.96,NA,NA,3,1,1,1,1,"HU12_14256","HU4_26"
"7831",87117,4.57,NA,NA,NA,NA,2,2,2,2,2,"HU12_14173","HU4_26"
"7832",87317,4.3,NA,2.58,NA,NA,1,1,1,1,1,"HU12_16655","HU4_10"
"7833",87328,1.7,NA,4.0448418015,NA,NA,1,2,2,2,2,"HU12_16244","HU4_11"
"7834",87361,0.65,12,NA,19,403,1,1,1,1,1,"HU12_8996","HU4_13"
"7835",87513,1.8288,NA,5.25,NA,NA,10,2,2,2,2,"HU12_6509","HU4_37"
"7836",87531,1.0668,NA,21,NA,NA,3,3,3,3,3,"HU12_12277","HU4_37"
"7837",87591,3.048,NA,2,NA,NA,11,3,3,3,3,"HU12_12484","HU4_39"
"7838",87650,4.4,NA,NA,NA,NA,3,4,4,4,4,"HU12_16001","HU4_5"
"7839",87796,0.61,NA,150,NA,NA,1,1,1,1,1,"HU12_19613","HU4_25"
"7840",87802,0.685,NA,20.2,NA,NA,5,2,2,2,2,"HU12_19749","HU4_25"
"7841",87813,4.3,NA,3,NA,NA,9,9,9,9,9,"HU12_10802","HU4_25"
"7842",87838,4.57,NA,3.5,NA,NA,25,11,11,11,11,"HU12_11068","HU4_25"
"7843",87883,0.3,NA,63.6,NA,NA,6,3,3,3,3,"HU12_9900","HU4_53"
"7844",87903,0.7,NA,46,NA,NA,1,1,1,1,1,"HU12_10969","HU4_29"
"7845",88095,2.7975,5,1.075,NA,245,20,20,20,20,20,"HU12_1621","HU4_51"
"7846",88147,0.63,NA,73,NA,NA,2,2,2,2,2,"HU12_19701","HU4_54"
"7847",88149,3.1125,NA,NA,NA,421.5,3,3,3,3,3,"HU12_13942","HU4_26"
"7848",88340,5.55,NA,NA,NA,NA,1,10,10,10,10,"HU12_16584","HU4_7"
"7849",88487,1.375,NA,19.5,NA,NA,1,1,1,1,1,"HU12_15434","HU4_18"
"7850",88720,5.6,NA,NA,NA,NA,1,4,4,4,4,"HU12_16838","HU4_5"
"7851",88820,3.3,15,NA,7,324,1,1,1,1,1,"HU12_18652","HU4_49"
"7852",88833,1.755,NA,4,NA,NA,9,8,8,8,8,"HU12_11066","HU4_25"
"7853",88837,2.435,NA,4.5,NA,NA,1,1,1,1,1,"HU12_19729","HU4_25"
"7854",88845,0.225,NA,NA,NA,NA,4,7,7,7,7,"HU12_10863","HU4_25"
"7855",88847,1.1,NA,42,NA,NA,1,1,1,1,1,"HU12_11039","HU4_25"
"7856",88848,3.47,NA,5,NA,NA,10,5,5,5,5,"HU12_19732","HU4_25"
"7857",88857,1.2,NA,NA,NA,NA,11,11,11,11,11,"HU12_10854","HU4_25"
"7858",88858,2.29,NA,2.75,NA,NA,3,2,2,2,2,"HU12_14491","HU4_25"
"7859",88859,1.295,NA,33,NA,NA,1,1,1,1,1,"HU12_11054","HU4_25"
"7860",88865,1.2,NA,5.5,NA,NA,4,6,6,6,6,"HU12_10800","HU4_25"
"7861",88869,3.15,NA,1.85,NA,NA,2,2,2,2,2,"HU12_14544","HU4_25"
"7862",88886,0.69,NA,3.2,NA,NA,1,1,1,1,1,"HU12_11041","HU4_25"
"7863",88924,1.83,NA,8.5,NA,NA,19,8,8,8,8,"HU12_10663","HU4_53"
"7864",88965,0.152,NA,NA,NA,NA,5,5,5,5,5,"HU12_10968","HU4_29"
"7865",88977,1.45,NA,9.4,NA,NA,8,8,8,8,8,"HU12_11159","HU4_29"
"7866",89023,1,NA,NA,91.24515664,NA,1,1,1,1,1,"HU12_13362","HU4_33"
"7867",89184,0.9475,NA,50.5,NA,NA,2,2,2,2,2,"HU12_10523","HU4_54"
"7868",89214,1.68,NA,6.25,NA,NA,3,4,4,4,4,"HU12_14063","HU4_54"
"7869",89216,2.21,NA,5.5,NA,NA,2,2,2,2,2,"HU12_10462","HU4_54"
"7870",89242,1.65,NA,10,NA,618,2,1,1,1,1,"HU12_14395","HU4_26"
"7871",89314,2.225,16.75,4.475,NA,567.5,6,6,6,6,6,"HU12_2379","HU4_64"
"7872",89386,2.3,18,27.2,NA,NA,1,1,1,1,1,"HU12_16610","HU4_7"
"7873",89507,2.2,NA,8.5,61,1000,1,1,1,1,1,"HU12_15325","HU4_16"
"7874",89675,2.2479,NA,NA,NA,NA,6,7,7,7,7,"HU12_12760","HU4_40"
"7875",89901,1.385,NA,22,NA,NA,8,3,3,3,3,"HU12_14520","HU4_25"
"7876",89939,1.52,NA,5,NA,NA,1,1,1,1,1,"HU12_19707","HU4_25"
"7877",89946,5.3375,NA,4,NA,NA,6,3,3,3,3,"HU12_14498","HU4_25"
"7878",89950,2.2875,NA,7.5,NA,NA,4,1,1,1,1,"HU12_10532","HU4_25"
"7879",89978,1.05,NA,16.5,NA,NA,8,8,8,8,8,"HU12_10199","HU4_53"
"7880",89989,1.829,NA,8,NA,NA,5,5,5,5,5,"HU12_10968","HU4_29"
"7881",90015,1.7,NA,25.15,NA,NA,1,2,2,2,2,"HU12_10072","HU4_55"
"7882",90055,3,5,NA,14.72571549,NA,1,1,1,1,1,"HU12_13395","HU4_33"
"7883",90099,1.56,11,NA,5,278,1,1,1,1,1,"HU12_3272","HU4_56"
"7884",90123,1.17,33,NA,16,634,1,1,1,1,1,"HU12_6490","HU4_36"
"7885",90215,0.605,NA,57.1,NA,NA,4,4,4,4,4,"HU12_10560","HU4_54"
"7886",90239,2.74,NA,10,NA,NA,16,6,6,6,6,"HU12_19700","HU4_54"
"7887",90245,1.07,NA,27,NA,NA,9,3,3,3,3,"HU12_10491","HU4_54"
"7888",90311,0.4,72,16.85,NA,730,5,5,5,5,5,"HU12_2413","HU4_65"
"7889",90332,0.75,48,29.5,NA,840,9,9,9,9,9,"HU12_386","HU4_65"
"7890",90448,5,15,1.3,NA,NA,1,1,1,1,1,"HU12_16265","HU4_11"
"7891",90467,3.6,NA,5.75,30.5,NA,2,2,2,2,2,"HU12_17280","HU4_12"
"7892",90559,1,NA,40,NA,NA,3,3,3,3,3,"HU12_14794","HU4_28"
"7893",90847,2.32,19,NA,8,474,1,1,1,1,1,"HU12_4771","HU4_38"
"7894",90878,1.75,NA,NA,NA,NA,3,3,3,3,3,"HU12_10792","HU4_25"
"7895",90886,5.025,13,NA,27,722,1,1,1,1,1,"HU12_14550","HU4_25"
"7896",90901,2.29,NA,2,NA,NA,6,3,3,3,3,"HU12_19731","HU4_25"
"7897",90919,1.07,NA,8,NA,NA,1,1,1,1,1,"HU12_19735","HU4_25"
"7898",90941,0.4,NA,102.8,NA,NA,2,2,2,2,2,"HU12_11120","HU4_25"
"7899",90950,2,NA,11,NA,NA,1,1,1,1,1,"HU12_9366","HU4_53"
"7900",90975,0.24,NA,411,NA,NA,1,1,1,1,1,"HU12_9944","HU4_53"
"7901",91226,3.75,NA,3.175,NA,NA,2,2,2,2,2,"HU12_14065","HU4_54"
"7902",91280,4.3125,NA,NA,NA,NA,2,2,2,2,2,"HU12_14171","HU4_26"
"7903",91505,1.9,NA,9.1,30,NA,1,1,1,1,1,"HU12_17438","HU4_12"
"7904",91663,4.191,NA,NA,NA,NA,4,6,6,6,6,"HU12_13586","HU4_30"
"7905",91905,3.35,NA,3.85,NA,NA,12,6,6,6,6,"HU12_11087","HU4_25"
"7906",91908,3.51,NA,4,NA,NA,7,2,2,2,2,"HU12_10795","HU4_25"
"7907",91915,0.645,NA,54.8,NA,2159.5,1,1,1,1,1,"HU12_10780","HU4_25"
"7908",91948,1.375,NA,NA,NA,NA,12,12,12,12,12,"HU12_10868","HU4_25"
"7909",91950,1.2625,NA,23.75,NA,NA,2,2,2,2,2,"HU12_10855","HU4_25"
"7910",91976,0.45,NA,9.85,NA,NA,2,8,8,8,8,"HU12_10664","HU4_53"
"7911",91980,4.585,NA,NA,NA,NA,9,9,9,9,9,"HU12_19626","HU4_53"
"7912",92022,0.61,NA,98.3,NA,NA,5,2,2,2,2,"HU12_11160","HU4_29"
"7913",92026,1.522,NA,15.5,NA,NA,12,12,12,12,12,"HU12_10968","HU4_29"
"7914",92100,0.3,NA,70.15,NA,NA,3,2,2,2,2,"HU12_9691","HU4_57"
"7915",92269,1.6,NA,17.34,NA,1010,2,2,2,2,2,"HU12_14158","HU4_26"
"7916",92270,3.375,NA,6,NA,520,2,1,1,1,1,"HU12_13942","HU4_26"
"7917",92431,2,22,10.8,90,NA,1,1,1,1,1,"HU12_16613","HU4_7"
"7918",92485,5,10,3,NA,263,1,1,1,1,1,"HU12_16405","HU4_11"
"7919",92523,4.35,NA,NA,40.5,NA,2,2,2,2,2,"HU12_16867","HU4_12"
"7920",92525,9.25,NA,NA,NA,NA,2,3,3,3,3,"HU12_20274","HU4_12"
"7921",92561,2.2,NA,NA,10,NA,1,1,1,1,1,"HU12_17469","HU4_16"
"7922",92707,4.8768,NA,NA,NA,NA,5,5,5,5,5,"HU12_13613","HU4_30"
"7923",92796,1.85,NA,3.7,123,900,1,1,1,1,1,"HU12_20189","HU4_17"
"7924",92839,1.3,NA,NA,60,NA,2,2,2,2,2,"HU12_14917","HU4_22"
"7925",92972,1.1425,NA,37.19,NA,NA,2,2,2,2,2,"HU12_10533","HU4_25"
"7926",92987,1.52,NA,3,NA,NA,5,4,4,4,4,"HU12_11066","HU4_25"
"7927",92988,2.95,NA,4.87,NA,NA,2,2,2,2,2,"HU12_14475","HU4_25"
"7928",93011,0.8725,NA,16.5,NA,NA,6,7,7,7,7,"HU12_10530","HU4_25"
"7929",93012,4.27,NA,2.39,NA,NA,9,5,5,5,5,"HU12_11059","HU4_25"
"7930",93022,2.135,NA,6.5,NA,NA,1,1,1,1,1,"HU12_10449","HU4_25"
"7931",93023,0.7425,NA,43.085,NA,NA,2,2,2,2,2,"HU12_10533","HU4_25"
"7932",93028,3.73,NA,1.865,NA,NA,2,2,2,2,2,"HU12_13964","HU4_25"
"7933",93037,1.75,NA,7.86,NA,880,1,1,1,1,1,"HU12_14553","HU4_25"
"7934",93043,0.5,NA,61.1,NA,NA,2,2,2,2,2,"HU12_11121","HU4_25"
"7935",93072,3.275,NA,5.3,NA,NA,13,3,3,3,3,"HU12_10178","HU4_53"
"7936",93208,1.58,34,14,NA,740,3,3,3,3,3,"HU12_1841","HU4_60"
"7937",93302,1.0825,NA,8.5,NA,NA,12,4,4,4,4,"HU12_19698","HU4_54"
"7938",93311,1.9,NA,31.75,NA,NA,4,2,2,2,2,"HU12_14067","HU4_54"
"7939",93443,2.175,20.25,5.675,NA,512.5,8,8,8,8,8,"HU12_2322","HU4_64"
"7940",93620,2,NA,12.5,61,NA,1,1,1,1,1,"HU12_20229","HU4_16"
"7941",93745,3.9624,NA,2.725,NA,NA,5,6,6,6,6,"HU12_6556","HU4_37"
"7942",93806,3.1242,NA,21,NA,NA,3,1,1,1,1,"HU12_12511","HU4_39"
"7943",93810,2.9892,10,NA,4.5,479,2,1,1,1,1,"HU12_12498","HU4_39"
"7944",93981,2,NA,NA,NA,NA,1,1,1,1,1,"HU12_13976","HU4_25"
"7945",93982,6.0575,NA,2.5,NA,NA,20,12,12,12,12,"HU12_19731","HU4_25"
"7946",93999,1.14,NA,38.5,NA,NA,13,10,10,10,10,"HU12_11076","HU4_25"
"7947",94014,2.975,NA,7,NA,NA,5,5,5,5,5,"HU12_14537","HU4_25"
"7948",94023,0.3,NA,NA,NA,NA,8,6,6,6,6,"HU12_10852","HU4_25"
"7949",94028,0.46,NA,36.5,NA,NA,5,1,1,1,1,"HU12_10783","HU4_25"
"7950",94052,1.7,NA,NA,NA,695,1,1,1,1,1,"HU12_13966","HU4_25"
"7951",94053,1.6,NA,NA,NA,NA,1,1,1,1,1,"HU12_13976","HU4_25"
"7952",94084,0.9,NA,35.5,NA,NA,9,5,5,5,5,"HU12_19632","HU4_53"
"7953",94087,0.2,NA,119,NA,NA,1,1,1,1,1,"HU12_10548","HU4_53"
"7954",94111,2.74,NA,3.35,NA,NA,5,4,4,4,4,"HU12_10967","HU4_29"
"7955",94401,0.7,63,43.9,NA,1020,11,11,11,11,11,"HU12_2032","HU4_62"
"7956",94414,0.82,37,12.65,NA,760,21,21,21,21,21,"HU12_2412","HU4_65"
"7957",94816,4.0386,11,NA,NA,NA,10,3,3,3,3,"HU12_12506","HU4_39"
"7958",94983,2.405,NA,2.05,NA,NA,12,12,12,12,12,"HU12_10789","HU4_25"
"7959",94984,3.275,NA,5,NA,NA,2,3,3,3,3,"HU12_19732","HU4_25"
"7960",94990,3.3,NA,3.25,NA,NA,2,2,2,2,2,"HU12_10856","HU4_25"
"7961",94998,1.52,NA,22.25,NA,NA,13,2,2,2,2,"HU12_10450","HU4_25"
"7962",95004,1.15,NA,20.5,NA,NA,5,5,5,5,5,"HU12_10867","HU4_25"
"7963",95013,0.45,NA,NA,NA,NA,10,10,10,10,10,"HU12_10854","HU4_25"
"7964",95043,3.505,NA,5,NA,NA,13,6,6,6,6,"HU12_19733","HU4_25"
"7965",95068,2.075,NA,6.85,NA,NA,2,2,2,2,2,"HU12_19630","HU4_53"
"7966",95153,0.58,NA,NA,150.6903585,458,1,1,1,1,1,"HU12_13385","HU4_33"
"7967",95163,0.45,NA,NA,379.0740414,695,1,1,1,1,1,"HU12_13368","HU4_33"
"7968",95174,0.46,NA,117.65,NA,NA,3,2,2,2,2,"HU12_9691","HU4_57"
"7969",95305,0.4,NA,24,NA,NA,5,3,3,3,3,"HU12_10644","HU4_54"
"7970",95383,3.0075,NA,1.545,NA,NA,2,2,2,2,2,"HU12_14435","HU4_26"
"7971",95577,6.8,NA,NA,17.5,NA,1,2,2,2,2,"HU12_20275","HU4_12"
"7972",95588,1.4,NA,24.44,NA,NA,1,1,1,1,1,"OUT_OF_HU12","HU4_13"
"7973",95650,2,NA,NA,NA,NA,1,1,1,1,1,"HU12_15712","HU4_18"
"7974",95774,1.9812,NA,NA,NA,NA,13,10,10,10,10,"HU12_12657","HU4_30"
"7975",95784,5.4864,NA,NA,NA,NA,9,8,8,8,8,"HU12_12680","HU4_30"
"7976",95928,2.92,14,NA,4,318,1,1,1,1,1,"HU12_19335","HU4_45"
"7977",96013,4.71,NA,1.49,NA,NA,14,2,2,2,2,"HU12_14552","HU4_25"
"7978",96014,4.89,NA,3.5,NA,NA,3,2,2,2,2,"HU12_14489","HU4_25"
"7979",96015,1.785,NA,NA,NA,944,25,12,12,12,12,"HU12_10785","HU4_25"
"7980",96024,1.23,NA,4,NA,NA,4,3,3,3,3,"HU12_14549","HU4_25"
"7981",96033,1.15,NA,32.5,NA,NA,1,1,1,1,1,"HU12_10859","HU4_25"
"7982",96038,6.25,NA,1,NA,NA,1,1,1,1,1,"HU12_10940","HU4_25"
"7983",96048,0.915,NA,41.225,NA,NA,4,2,2,2,2,"HU12_19741","HU4_25"
"7984",96051,1.6375,NA,5,NA,NA,8,7,7,7,7,"HU12_14538","HU4_25"
"7985",96055,2.13,NA,NA,NA,1279.5,15,1,1,1,1,"HU12_11120","HU4_25"
"7986",96068,0.85,NA,33.4,NA,NA,5,5,5,5,5,"HU12_10857","HU4_25"
"7987",96115,0.605,NA,49,NA,NA,2,2,2,2,2,"HU12_10695","HU4_53"
"7988",96122,2.3825,NA,6.3,NA,NA,12,12,12,12,12,"HU12_10921","HU4_29"
